,exchange,hedge_type,base_currency,symbol,bid_price,ask_price,timestamp,borrow_rate,maker_fee,taker_fee,days_to_expiration,expiration_date,funding_rate,next_funding_rate_time
723,FTX,Perpetual,WAVES,WAVES-PERP,6.282,6.2855,1655917761.571792,0,0.02,0.07,inf,,-5.8e-05,2022-06-22 15:00:00+00:00
724,FTX,Delivery,WAVES,WAVES-0624,6.2415,6.289,1655917761.571802,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
725,FTX,Delivery,WAVES,WAVES-0930,5.2545,5.314,1655917761.571811,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
726,FTX,Delivery,WSB,WSB-0624,555.15,559.65,1655917761.571819,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
727,FTX,Delivery,WSB,WSB-0930,555.7,559.75,1655917761.571829,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
728,FTX,Perpetual,XAUT,XAUT-PERP,1835.1,1836.9,1655917761.571837,0,0.02,0.07,inf,,-1.6e-05,2022-06-22 15:00:00+00:00
729,FTX,Delivery,XAUT,XAUT-0624,1842.0,1846.5,1655917761.571846,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
730,FTX,Perpetual,XEM,XEM-PERP,0.04035,0.0404,1655917761.571854,0,0.02,0.07,inf,,-8e-06,2022-06-22 15:00:00+00:00
731,FTX,Perpetual,XLM,XLM-PERP,0.11255,0.11265,1655917761.571861,0,0.02,0.07,inf,,-2e-06,2022-06-22 15:00:00+00:00
732,FTX,Perpetual,XMR,XMR-PERP,114.42,114.45,1655917761.571868,0,0.02,0.07,inf,,2e-06,2022-06-22 15:00:00+00:00
733,FTX,Perpetual,XRP,XRP-PERP,0.321375,0.321425,1655917761.571876,0,0.02,0.07,inf,,3e-06,2022-06-22 15:00:00+00:00
734,FTX,Delivery,XRP,XRP-0624,0.321025,0.321525,1655917761.571885,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
735,FTX,Delivery,XRP,XRP-0930,0.319225,0.32,1655917761.571894,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
736,FTX,Perpetual,XTZ,XTZ-PERP,1.37,1.3715,1655917761.571902,0,0.02,0.07,inf,,-1.9e-05,2022-06-22 15:00:00+00:00
737,FTX,Delivery,XTZ,XTZ-0624,1.3691,1.3784,1655917761.571911,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
738,FTX,Delivery,XTZ,XTZ-0930,1.3548,1.3658,1655917761.57192,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
739,FTX,Perpetual,YFI,YFI-PERP,5155.0,5165.0,1655917761.571928,0,0.02,0.07,inf,,1.3e-05,2022-06-22 15:00:00+00:00
740,FTX,Delivery,YFI,YFI-0624,5110.0,5170.0,1655917761.571937,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
741,FTX,Delivery,YFI,YFI-0930,4835.0,5250.0,1655917761.571946,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
742,FTX,Perpetual,YFII,YFII-PERP,635.0,637.75,1655917761.571954,0,0.02,0.07,inf,,-4.7e-05,2022-06-22 15:00:00+00:00
743,FTX,Perpetual,ZEC,ZEC-PERP,64.79,64.83,1655917761.571961,0,0.02,0.07,inf,,-2.1e-05,2022-06-22 16:00:00+00:00
744,FTX,Perpetual,ZIL,ZIL-PERP,0.03979,0.03982,1655917761.571968,0,0.02,0.07,inf,,-1.1e-05,2022-06-22 15:00:00+00:00
745,FTX,Delivery,ZM,ZM-0624,115.9,116.4,1655917761.572543,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
746,FTX,Delivery,ZM,ZM-0930,115.95,116.85,1655917761.572553,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
747,FTX,Perpetual,ZRX,ZRX-PERP,0.2775,0.27775,1655917761.572587,0,0.02,0.07,inf,,-3e-05,2022-06-22 15:00:00+00:00
